EAR,Mouth,Drowsy
0.26028265566615016,0.0008157346068068885,1
0.18650741708101004,0.0015628633845968687,1
0.25750292885033377,0.0011044357003512895,1
0.2111654326412039,0.0012268402547122028,1
0.16195826353274528,0.0011822749391028555,1
0.2373833042105385,0.0015661072243218059,1
0.21535157773013153,0.0006648722861753004,1
0.15508773074415866,0.001551011469599212,1
0.18423936890392073,0.0016658631152499765,1
0.18621973412280823,0.0010333639954353713,1
0.1668225244212063,0.0012254122340427621,1
0.22427195826131885,0.0010307372229716185,1
0.1726223120456612,0.0012186718225433413,1
0.15314265087620665,0.0019685375613790915,1
0.21625750242745226,0.001414891965454773,1
0.2071055381302998,0.045300114583334605,1
0.1588146769112225,0.06717275868406113,1
0.1390902074370841,0.02935072491957831,1
0.15973892277746163,0.046546530600212056,1
0.18054910188389303,0.05977028705330317,1
0.13678009124114593,0.08095230094968689,1
0.15580517092238505,0.0938410781403716,1
0.14249202435141192,0.11491367979388155,1
0.21986681405298558,0.08099102225285115,1
0.19347316542054874,0.016319864444246837,1
0.20483563981644393,0.013944431753848154,1
0.2162653149825091,0.010068873991967408,1
0.2217877989116777,0.0006787407338961449,1
0.19208638961518498,0.00032024497899370464,1
0.21477748842208275,0.0007363401034464545,1
0.28814621884044755,0.0010595070170045504,1
0.21205244902442288,0.0011688195336697145,1
0.21308739220330952,0.00028381807956196284,1
0.30181797420766915,0.000665899212742609,1
0.24522331029260835,0.00041706910083797935,1
0.17949810288375118,0.0003350695397437634,1
0.26674816400938395,0.003175225809107226,1
0.2257939564837877,0.00010979047750190832,1
0.20588044491840543,0.003254374148078122,1
0.2071406068473453,0.0004581507094964135,1
0.23130275386170046,0.0006286993559754715,1
0.24433034154091113,0.0004422945024298896,1
0.19332609325007344,0.0005796407915994403,1
0.22473229370070075,0.00031880237279256,1
0.30397976482443567,0.00030249963246931836,1
0.27466005968258844,0.0019246208968194854,1
0.18765320293683652,0.0012495518242487164,1
0.2854484370665168,0.0018763667490421338,1
0.2905510074775011,0.0024402894974353997,1
0.25151362809249234,0.002204193890436322,1
0.22366201894260632,0.001543744117742218,1
0.28920192132805217,0.0014340107767611566,1
0.2151803886386483,0.0023079187723137736,1
0.2640211373931679,0.0008975520997582299,1
0.18087099903673784,0.001293325466003072,1
0.27858201850527287,0.00357295157520223,1
0.2566304284354997,0.0009516096601764936,1
0.22141768482521718,0.00228036691365235,1
0.264241114777083,0.0006284142206459556,1
0.24876255679529635,0.00033376605323323134,1
0.2366226269276442,0.0014092521277790737,1
0.22970952226257585,0.0010946090019881812,1
0.27053686203850685,0.0016502742304566982,1
0.2757731468917004,0.0015984106475762784,1
0.25966100720740926,0.0012644937274148573,1
0.2719573270214909,0.001747708185414761,1
0.23721320811559193,0.000333746030661083,1
0.29090869228831073,0.002139715117860921,1
0.3210084376868051,0.0006537078812196311,1
0.27258694192693245,0.0009372899907313728,1
0.2700230854289545,0.0005918287691303584,1
0.250940383514703,0.0011771019481871337,1
0.2979753049392501,0.0028423816887068534,1
0.26883820305857753,0.002062293990325941,1
0.25248736353445544,0.0016586969761991299,1
0.22922808171206743,0.0008748872112378987,1
0.263750017691543,0.0004555391891657986,1
0.21714311219942323,0.0016851661673520483,1
0.22384279774777016,0.0002712224137163258,1
0.23718718529641886,0.0001181688802989455,1
0.2227708062538038,0.0003673043319985546,1
0.2108807334569038,0.0001389156674351337,1
0.2313072221138217,8.51698650954615e-05,1
0.25909182577427015,0.00026458292346064153,1
0.22973364006201613,0.0007014920377283564,1
0.2094951225207241,0.00027179822586929204,1
0.18978206748044782,0.0006287319869248164,1
0.19338681791429513,0.00034104070001734045,1
0.1888119153711984,0.0003452839606844217,1
0.19412869084257917,0.0002457650715683788,1
0.2333566352451825,0.00026327884378463703,1
0.23381441137717845,0.00034971496316385585,1
0.22202459490388504,0.0005218629011716521,1
0.2015683400647958,0.00025503086243269704,1
0.12246979980693927,0.004913950268725276,1
0.1353011646286057,0.003167661839607899,1
0.13862919208924798,0.0060249109428467396,1
0.13424974237696014,0.003762362693951254,1
0.12553928574826756,0.00341799995020327,1
0.12008185478850361,0.005598454013362121,1
0.12128106794254198,0.0013793544282157458,1
0.12797684210825033,0.003685942739431261,1
0.13573008716043974,0.005466538521161705,1
0.1281073265667954,0.010818545294741095,1
0.14443659889686783,0.0029299477015488446,1
0.12899285444768746,0.004088844592940475,1
0.12878167526346723,0.0017880736468088103,1
0.13045410345386116,0.003961858450562944,1
0.13728221698281748,0.004517995345804929,1
0.11814855775525035,0.0029635824901817842,1
0.12372522924346827,0.014240736634950318,1
0.12262852912601506,0.0020497178911138628,1
0.12795802472890944,0.009343766454976475,1
0.1300535996195652,0.007647917484397458,1
0.12202731314811369,0.01143274021203984,1
0.1271901356555864,0.013713918228796609,1
0.13260245256891262,0.011415665897117677,1
0.12246988396145397,0.004888854863858172,1
0.13629657906681597,0.003337686931213399,1
0.14881169992035861,0.009376547225227301,1
0.14900058356172785,0.004380074266413259,1
0.12416377035097004,0.008822223997657665,1
0.12716429309710625,0.0016190003221032978,1
0.12064896473609531,0.0062606387330330585,1
0.12807487168993356,0.00484155962438526,1
0.13645723933764156,0.007174491090272888,1
0.1392272534464164,0.0005314516719074153,1
0.13528491496947276,0.013679572793848209,1
0.1319370627703497,0.003720726607152131,1
0.11584213717520798,0.006083851912243794,1
0.1499100384254778,0.0009072006843502328,1
